id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
165,@user-pi8gs9xm9h,wow..wow 2.1M in 3days..so 21M in one month..Keep streaming Swifties...,UgxSmTnMmuLu8kEIfbJ4AaABAg,,2,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxSmTnMmuLu8kEIfbJ4AaABAg,17-03-2024 23:42,0,wow..wow 2.1M in 3days..so 21M in one month..Keep streaming Swifties...,http://www.youtube.com/@user-pi8gs9xm9h
166,@kidspineda5439,I love dis song idc what year it is,Ugz7_PZm1ATNc02Ssex4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugz7_PZm1ATNc02Ssex4AaABAg,17-03-2024 23:31,0,I love dis song idc what year it is,http://www.youtube.com/@kidspineda5439
167,@ashleywilliams8533,1:21 1:27,UgzIPLLwibTD8teLbZZ4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzIPLLwibTD8teLbZZ4AaABAg,17-03-2024 23:27,0,1:21 1:27,http://www.youtube.com/@ashleywilliams8533
168,@ayfiji2538,i’m a big fan of your videos,UgxlLdrrebC2OF5qEZt4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxlLdrrebC2OF5qEZt4AaABAg,17-03-2024 22:17,0,i’m a big fan of your videos,http://www.youtube.com/@ayfiji2538
169,@ramsikhawlhring7063,I 3 this song ❤,UgyB-eCUNMTdBalbCDF4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgyB-eCUNMTdBalbCDF4AaABAg,17-03-2024 22:00,0,I 3 this song ❤,http://www.youtube.com/@ramsikhawlhring7063
170,@spanishthroughenglish1985,This is the best example of an overvalued artist,Ugx6d5w53KEx7S5NcuV4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugx6d5w53KEx7S5NcuV4AaABAg,17-03-2024 21:36,1,This is the best example of an overvalued artist,http://www.youtube.com/@spanishthroughenglish1985
171,@vallate7397,Why?,Ugx6d5w53KEx7S5NcuV4AaABAg.A16Ibd1fwi9A16fI1hOvC_,@spanishthroughenglish1985,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugx6d5w53KEx7S5NcuV4AaABAg.A16Ibd1fwi9A16fI1hOvC_,18-03-2024 01:03,0,Why?,http://www.youtube.com/@vallate7397
172,@user-gf9ee3tk9p,This is the kind of toxic I live for,UgxTn7rvy5gw4ms0vB94AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxTn7rvy5gw4ms0vB94AaABAg,17-03-2024 20:59,0,This is the kind of toxic I live for,http://www.youtube.com/@user-gf9ee3tk9p
173,@JaneKim-js4nd,Dude why she mad dogging everybody for ????,Ugy9BJgH5ErWsLHoP7F4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugy9BJgH5ErWsLHoP7F4AaABAg,17-03-2024 20:25,0,Dude why she mad dogging everybody for ????,http://www.youtube.com/@JaneKim-js4nd
174,@nhummm,just got mogged,UgxqNF_QeudJFzpMLm14AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxqNF_QeudJFzpMLm14AaABAg,17-03-2024 20:19,0,just got mogged,http://www.youtube.com/@nhummm
175,@mariaclaraggontijodeolivei5194,i love thes cllip taylor,Ugwiu0yoBCgBQiqsmOR4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugwiu0yoBCgBQiqsmOR4AaABAg,17-03-2024 20:18,0,i love thes cllip taylor,http://www.youtube.com/@mariaclaraggontijodeolivei5194
176,@austindavids5973,"Bebop b eggnog-salmon-shark-species .. whispe ,r This son o a oasis word ain’t sm th u ,..",UgxlCibEtDIT3ohTVPx4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxlCibEtDIT3ohTVPx4AaABAg,17-03-2024 20:05,0,"Bebop b eggnog-salmon-shark-species .. whispe ,r This son o a oasis word ain’t sm th u ,..",http://www.youtube.com/@austindavids5973
177,@austindavids5973,"Haven’t (() ☘️ 👀 thought a 100,000,000,000 dolla house shirt Return; )",UgxSwJmGeFsPeZc5z6t4AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxSwJmGeFsPeZc5z6t4AaABAg,17-03-2024 20:02,0,"Haven’t (() ☘️ 👀 thought a 100,000,000,000 dolla house shirt Return; )",http://www.youtube.com/@austindavids5973
178,@danhaly5921,"Dan hope you remember me, love you, have fun",Ugw4Dv1Pgh19Ql6I5GJ4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugw4Dv1Pgh19Ql6I5GJ4AaABAg,17-03-2024 19:45,0,"Dan hope you remember me, love you, have fun",http://www.youtube.com/@danhaly5921
179,@able3176,Me,UgzP4x8zrqCaA05ejwF4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzP4x8zrqCaA05ejwF4AaABAg,17-03-2024 19:16,0,Me,http://www.youtube.com/@able3176
180,@juanmartinezstories,"Unpopular opinion, Taylor\'s version is bad compared to this",UgzExfnr8_M2axSb8aB4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzExfnr8_M2axSb8aB4AaABAg,17-03-2024 19:09,0,"Unpopular opinion, Taylor\'s version is bad compared to this",http://www.youtube.com/@juanmartinezstories
181,@jhonattanss,Cake scene : 3:22,Ugz1GBemdvs3fSM8sAR4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugz1GBemdvs3fSM8sAR4AaABAg,17-03-2024 18:58,0,Cake scene : 3:22,http://www.youtube.com/@jhonattanss
182,@brianw4brian,not interesting at all. george washington gene pool she is.,UgwjA5IRMQ5CrWKZTcN4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwjA5IRMQ5CrWKZTcN4AaABAg,17-03-2024 18:23,0,not interesting at all. george washington gene pool she is.,http://www.youtube.com/@brianw4brian
183,@peterhagan8454,"i myself dont want torcher as a man or boy, really",UgxdGJO5-sg_R9fIYQd4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxdGJO5-sg_R9fIYQd4AaABAg,17-03-2024 17:54,0,"i myself dont want torcher as a man or boy, really",http://www.youtube.com/@peterhagan8454
184,@user-uu4nv3iw7w,Me,Ugzj0gLf2rLE1G5Gx714AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugzj0gLf2rLE1G5Gx714AaABAg,17-03-2024 17:18,0,Me,http://www.youtube.com/@user-uu4nv3iw7w
185,@eveubartaite2329,Who s here just listening and doesn t care what year it is,Ugw5YtnFyfKssqYhil14AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugw5YtnFyfKssqYhil14AaABAg,17-03-2024 17:08,0,Who s here just listening and doesn t care what year it is,http://www.youtube.com/@eveubartaite2329
186,@eveubartaite2329,Who\'s watching this in,Ugy28ll56RXgavjwJAx4AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugy28ll56RXgavjwJAx4AaABAg,17-03-2024 17:05,0,Who\'s watching this in,http://www.youtube.com/@eveubartaite2329
187,@workspace.007,SHIT? YESSS,UgxQKfFz3uy6bMeX3_t4AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxQKfFz3uy6bMeX3_t4AaABAg,17-03-2024 16:44,0,SHIT? YESSS,http://www.youtube.com/@workspace.007
188,@sophiameir2845,Who\'s waching in 2024,UgyqlkH802xbF5v-qzx4AaABAg,,6,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgyqlkH802xbF5v-qzx4AaABAg,17-03-2024 16:05,2,Who\'s waching in 2024,http://www.youtube.com/@sophiameir2845
189,@jennifermedbery7824,1:28 1:35,UgyqlkH802xbF5v-qzx4AaABAg.A15hgY5QnnoA15ptgLM1dG,@sophiameir2845,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgyqlkH802xbF5v-qzx4AaABAg.A15hgY5QnnoA15ptgLM1dG,17-03-2024 17:16,0,1:28 1:35,http://www.youtube.com/@jennifermedbery7824
190,@jennifermedbery7824,Me,UgyqlkH802xbF5v-qzx4AaABAg.A15hgY5QnnoA15pvDaWoFI,@sophiameir2845,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgyqlkH802xbF5v-qzx4AaABAg.A15hgY5QnnoA15pvDaWoFI,17-03-2024 17:17,0,Me,http://www.youtube.com/@jennifermedbery7824
191,@MrCindythaovang,Who’s here in 2024?,UgwJZAkn_IubpGfAJK14AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwJZAkn_IubpGfAJK14AaABAg,17-03-2024 15:29,1,Who’s here in 2024?,http://www.youtube.com/@MrCindythaovang
192,@thanitsaratrongjittham7918,Me,UgwJZAkn_IubpGfAJK14AaABAg.A15dePr5hrTA15gSj3QUV3,@MrCindythaovang,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwJZAkn_IubpGfAJK14AaABAg.A15dePr5hrTA15gSj3QUV3,17-03-2024 15:54,0,Me,http://www.youtube.com/@thanitsaratrongjittham7918
193,@bora22992,Sıçsam daha güzel ses çıkar.,UgxxR9y8Gxa62X81S3B4AaABAg,,2,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxxR9y8Gxa62X81S3B4AaABAg,17-03-2024 15:27,0,Sıçsam daha güzel ses çıkar.,http://www.youtube.com/@bora22992
194,@anitaelrod4698,I love you ❤,Ugwd0iY7VzMDOGY5f4d4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugwd0iY7VzMDOGY5f4d4AaABAg,17-03-2024 15:15,0,I love you ❤,http://www.youtube.com/@anitaelrod4698
195,@sophiefaisal8211,i loooooooooove taylor swift,UgwAEsCRDDx49H8eVsp4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwAEsCRDDx49H8eVsp4AaABAg,17-03-2024 15:10,0,i loooooooooove taylor swift,http://www.youtube.com/@sophiefaisal8211
196,@WendyWendyBzhN,Qui a déjà tester d\'endormir son bébé sur cette musique ?,UgzFVhUoNdPQS3Re9id4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzFVhUoNdPQS3Re9id4AaABAg,17-03-2024 15:02,0,Qui a déjà tester d\'endormir son bébé sur cette musique ?,http://www.youtube.com/@WendyWendyBzhN
197,@user-fl6xn6bj6s,2024,Ugw4M53lH5fBt2e5C3J4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugw4M53lH5fBt2e5C3J4AaABAg,17-03-2024 14:58,0,2024,http://www.youtube.com/@user-fl6xn6bj6s
198,@l.lawliet20007ismyigmatheus,we are flying in private planes with this one,UgwVjbgmk6QIxDf_f5Z4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwVjbgmk6QIxDf_f5Z4AaABAg,17-03-2024 14:48,0,we are flying in private planes with this one,http://www.youtube.com/@l.lawliet20007ismyigmatheus
199,@its_oliviaax,that apple looks yummy,UgxfFpjhmv3AGZ20TRl4AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxfFpjhmv3AGZ20TRl4AaABAg,17-03-2024 14:46,0,that apple looks yummy,http://www.youtube.com/@its_oliviaax
200,@dizzywehby3442,How olds taylor swift? Why r all her songs teenie bop for 12 year olds?,UgwwdTRMwNgM1hEeKcd4AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwwdTRMwNgM1hEeKcd4AaABAg,17-03-2024 13:46,0,How olds taylor swift? Why r all her songs teenie bop for 12 year olds?,http://www.youtube.com/@dizzywehby3442
201,@Divamariatou,The eras tour ❤❤,Ugxze5Zp09OJcbR_yHd4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugxze5Zp09OJcbR_yHd4AaABAg,17-03-2024 13:24,0,The eras tour ❤❤,http://www.youtube.com/@Divamariatou
202,@beardasuarus7315,I am,Ugxbt3V3vn4TX8UwGOR4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugxbt3V3vn4TX8UwGOR4AaABAg,17-03-2024 13:13,0,I am,http://www.youtube.com/@beardasuarus7315
203,@sweetbibi8771,"No matter how much time passes, great song will never be forgotten",UgxnTq_BbRmeU28F5zx4AaABAg,,8,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxnTq_BbRmeU28F5zx4AaABAg,17-03-2024 13:00,0,"No matter how much time passes, great song will never be forgotten",http://www.youtube.com/@sweetbibi8771
204,@mccreeper5101,Até os peidos do meu avô morto são melhores de ouvir,UgwNV9VEiPSun0dqePt4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwNV9VEiPSun0dqePt4AaABAg,17-03-2024 12:50,0,Até os peidos do meu avô morto são melhores de ouvir,http://www.youtube.com/@mccreeper5101
205,@Alisakirkland,I love your music videos 🎉❤,UgzIsT9FztMnAj4hUeZ4AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzIsT9FztMnAj4hUeZ4AaABAg,17-03-2024 12:47,0,I love your music videos 🎉❤,http://www.youtube.com/@Alisakirkland
206,@KingLeonX,Today is my first time seeing this video and hearing this song. I like it,UgzPKTw-pTccVfBQ4BJ4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzPKTw-pTccVfBQ4BJ4AaABAg,17-03-2024 12:38,0,Today is my first time seeing this video and hearing this song. I like it,http://www.youtube.com/@KingLeonX
207,@void_mel23,I\'m nightmare dressed like a daydream should be on the build a board! ♥🤍♡,Ugw6ZX00BrPJlRzU70R4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugw6ZX00BrPJlRzU70R4AaABAg,17-03-2024 11:50,0,I\'m nightmare dressed like a daydream should be on the build a board! ♥🤍♡,http://www.youtube.com/@void_mel23
208,@michealjackson-tp6nc,plzzzzzzzzz pin m3eeeeeweeeeeeeeeeeeeeeee,UgxyEnb8ryZNBtfV56R4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxyEnb8ryZNBtfV56R4AaABAg,17-03-2024 11:16,0,plzzzzzzzzz pin m3eeeeeweeeeeeeeeeeeeeeee,http://www.youtube.com/@michealjackson-tp6nc
209,@michealjackson-tp6nc,me,UgzF-F6LmTymOGDRnfZ4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzF-F6LmTymOGDRnfZ4AaABAg,17-03-2024 11:15,0,me,http://www.youtube.com/@michealjackson-tp6nc
210,@michealjackson-tp6nc,i love this song,UgzaobPDBBMifU3Jh954AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzaobPDBBMifU3Jh954AaABAg,17-03-2024 11:14,0,i love this song,http://www.youtube.com/@michealjackson-tp6nc
211,@vaishnavishukla7328,Can\'t believe this song almost 10 years old 🥹,Ugw_G5ktZJW4dAcJ4mZ4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugw_G5ktZJW4dAcJ4mZ4AaABAg,17-03-2024 10:51,0,Can\'t believe this song almost 10 years old 🥹,http://www.youtube.com/@vaishnavishukla7328
212,@alexaseenarine5171,My favorite song by Taylor swift,UgzArOqQezbnl4eGsOd4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzArOqQezbnl4eGsOd4AaABAg,17-03-2024 10:41,0,My favorite song by Taylor swift,http://www.youtube.com/@alexaseenarine5171
213,@user-po7rt9fx3v,2024 🎉,UgyouPZPMELu54pEJAt4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgyouPZPMELu54pEJAt4AaABAg,17-03-2024 10:40,0,2024 🎉,http://www.youtube.com/@user-po7rt9fx3v
214,@misd3138,Ok fans.,UgzaAFWjJbZWUC-gg614AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzaAFWjJbZWUC-gg614AaABAg,17-03-2024 10:08,0,Ok fans.,http://www.youtube.com/@misd3138
215,@misd3138,Hello fans. Hope to listen on Tuesday. ❤❤❤ love you all.,UgyMXrJaxHZqCi-2Jmp4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgyMXrJaxHZqCi-2Jmp4AaABAg,17-03-2024 10:03,0,Hello fans. Hope to listen on Tuesday. ❤❤❤ love you all.,http://www.youtube.com/@misd3138
216,@misd3138,Hello fans. Hope to listen on Tuesday at 915?? ❤❤❤❤,UgzIspYZ4u9mcHLjM5N4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzIspYZ4u9mcHLjM5N4AaABAg,17-03-2024 10:01,0,Hello fans. Hope to listen on Tuesday at 915?? ❤❤❤❤,http://www.youtube.com/@misd3138
217,@user-fy9nn2jg5p,Boys only one love if : I\'ll write your name,UgxZMPLIwPbayc1BMA54AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxZMPLIwPbayc1BMA54AaABAg,17-03-2024 09:58,0,Boys only one love if : I\'ll write your name,http://www.youtube.com/@user-fy9nn2jg5p
218,@KarahCouch-so7op,Wow! 9 years ago!,UgwNzYGmGNeDPwN9Aop4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwNzYGmGNeDPwN9Aop4AaABAg,17-03-2024 09:57,0,Wow! 9 years ago!,http://www.youtube.com/@KarahCouch-so7op
219,@user-fy9nn2jg5p,And you love the game,UgxbfP-TyF1UaerS7cd4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxbfP-TyF1UaerS7cd4AaABAg,17-03-2024 09:56,0,And you love the game,http://www.youtube.com/@user-fy9nn2jg5p
220,@KarahCouch-so7op,Amazing song! Love it so much. Does anyone like this song in 2024?,Ugyj8RYGj6zTE0zGnRV4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugyj8RYGj6zTE0zGnRV4AaABAg,17-03-2024 09:55,0,Amazing song! Love it so much. Does anyone like this song in 2024?,http://www.youtube.com/@KarahCouch-so7op
221,@austindavids5973,Wooden sword. Tinkerbell in the back window r,UgxTpOuO9KFbmZOPnb94AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxTpOuO9KFbmZOPnb94AaABAg,17-03-2024 09:39,0,Wooden sword. Tinkerbell in the back window r,http://www.youtube.com/@austindavids5973
222,@austindavids5973,Lieutenant(chastity lynn) on deck,Ugw4iNZTWCew9BDjGB14AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugw4iNZTWCew9BDjGB14AaABAg,17-03-2024 09:37,0,Lieutenant(chastity lynn) on deck,http://www.youtube.com/@austindavids5973
223,@ahnithZ,ស្តាប់រាល់ថ្ងៃ😊,UgwhsJbyWk8GOSIdiOx4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwhsJbyWk8GOSIdiOx4AaABAg,17-03-2024 09:22,0,ស្តាប់រាល់ថ្ងៃ😊,http://www.youtube.com/@ahnithZ
224,@sarahwisdom7978,I\'m watching this is 2024 too🎉,UgwoMvDzYUZlyMpoYFV4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwoMvDzYUZlyMpoYFV4AaABAg,17-03-2024 09:10,0,I\'m watching this is 2024 too🎉,http://www.youtube.com/@sarahwisdom7978
225,@user-nt9uz6wc8g,❤❤❤,UgzWGeR41HXRKtYXVax4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzWGeR41HXRKtYXVax4AaABAg,17-03-2024 08:51,0,❤❤❤,http://www.youtube.com/@user-nt9uz6wc8g
226,@zoricalazarevic733,I am seeing this in 2024!❤ i love it❤,Ugw60khxiGz851-oXDt4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugw60khxiGz851-oXDt4AaABAg,17-03-2024 08:21,0,I am seeing this in 2024!❤ i love it❤,http://www.youtube.com/@zoricalazarevic733
227,@al3naand3lla,y’all look at the views it’s crazy !!,UgwwJO371TRaFUxNu494AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwwJO371TRaFUxNu494AaABAg,17-03-2024 08:04,0,y’all look at the views it’s crazy !!,http://www.youtube.com/@al3naand3lla
228,@WilliamDuckett,Who else got a Disney  ad for the Eras tour on this 😂,Ugwz7nE4DVBxh3qZwKJ4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugwz7nE4DVBxh3qZwKJ4AaABAg,17-03-2024 08:00,0,Who else got a Disney  ad for the Eras tour on this 😂,http://www.youtube.com/@WilliamDuckett
229,@bethwall7598,Me,UgxM_6Xz2bK8R98JwiN4AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxM_6Xz2bK8R98JwiN4AaABAg,17-03-2024 07:33,0,Me,http://www.youtube.com/@bethwall7598
230,@user-zc9km3dk6r,we\'ll take this song way to far It\'ll leave haters breathless,UgwFWkYfSfIwkBnAUEV4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwFWkYfSfIwkBnAUEV4AaABAg,17-03-2024 07:07,0,we\'ll take this song way to far It\'ll leave haters breathless,http://www.youtube.com/@user-zc9km3dk6r
231,@johnlawrencebrillantes2965,2024❤️👑,UgwyCJenJi-p4J7Uhmt4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwyCJenJi-p4J7Uhmt4AaABAg,17-03-2024 06:42,0,2024❤️👑,http://www.youtube.com/@johnlawrencebrillantes2965
232,@EleishaThomas,Meee,UgyKjsX55MXwYtZk_RB4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgyKjsX55MXwYtZk_RB4AaABAg,17-03-2024 06:40,0,Meee,http://www.youtube.com/@EleishaThomas
233,@bergsmokes7494,2024 bd this song still slaps,UgwVjv6pJB2SjYliNL14AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwVjv6pJB2SjYliNL14AaABAg,17-03-2024 06:21,0,2024 bd this song still slaps,http://www.youtube.com/@bergsmokes7494
234,@ranahamdanrawda4418,❤❤❤❤❤❤😮😮😮😊🎉🎉🎉🎉🎉,Ugwuf3sfo7ZtfghEWIJ4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugwuf3sfo7ZtfghEWIJ4AaABAg,17-03-2024 06:16,0,❤❤❤❤❤❤😮😮😮😊🎉🎉🎉🎉🎉,http://www.youtube.com/@ranahamdanrawda4418
235,@TKWan0,Taylor is crazy bruh,UgzWEkF9RFxH0ITBGqV4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzWEkF9RFxH0ITBGqV4AaABAg,17-03-2024 05:35,0,Taylor is crazy bruh,http://www.youtube.com/@TKWan0
236,@user-tw6lp9gl9o,Whos watching this song in 2024,Ugz8wSKnj1kuK3O62pV4AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugz8wSKnj1kuK3O62pV4AaABAg,17-03-2024 05:29,0,Whos watching this song in 2024,http://www.youtube.com/@user-tw6lp9gl9o
237,@SpiritualK737,Some people are just born without a soulmate,UgwfqW8Ji1ujL_rKrTF4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwfqW8Ji1ujL_rKrTF4AaABAg,17-03-2024 04:57,0,Some people are just born without a soulmate,http://www.youtube.com/@SpiritualK737
238,@mrdarklight,Gotta be a replica. Nobody would beat on a real Cobra like that.,Ugw2L4KgFayQ6tRvgfp4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugw2L4KgFayQ6tRvgfp4AaABAg,17-03-2024 04:47,0,Gotta be a replica. Nobody would beat on a real Cobra like that.,http://www.youtube.com/@mrdarklight
239,@Aninha_lulu,"Vey eu escutava essa música quando eu era criança, e a trend do bolo foi viralizar agr?",UgxDce9FyoTVOkGVo3x4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxDce9FyoTVOkGVo3x4AaABAg,17-03-2024 03:59,0,"Vey eu escutava essa música quando eu era criança, e a trend do bolo foi viralizar agr?",http://www.youtube.com/@Aninha_lulu
240,@feifeiinging2791,Me❤❤❤❤❤❤,UgyU7SEwXf6vAszebVN4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgyU7SEwXf6vAszebVN4AaABAg,17-03-2024 03:53,0,Me❤❤❤❤❤❤,http://www.youtube.com/@feifeiinging2791
241,@hermiego45,Wait my passport no ticket,UgyIpTr4ZKUFPz9D7ZN4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgyIpTr4ZKUFPz9D7ZN4AaABAg,17-03-2024 03:15,0,Wait my passport no ticket,http://www.youtube.com/@hermiego45
242,@setiaeco4565,This is my favourite song,UgyIuM0fsQgFLYefZeh4AaABAg,,3,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgyIuM0fsQgFLYefZeh4AaABAg,17-03-2024 02:47,0,This is my favourite song,http://www.youtube.com/@setiaeco4565
243,@dkanh03,who is watching after knowing that he is Mingxi’s ex bf :))) ?,UgwBsJqruU-iv8rnTtF4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgwBsJqruU-iv8rnTtF4AaABAg,17-03-2024 02:39,0,who is watching after knowing that he is Mingxi’s ex bf :))) ?,http://www.youtube.com/@dkanh03
244,@soulsociety101,Me,UgxCwStDyNt4XUXq-Vl4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgxCwStDyNt4XUXq-Vl4AaABAg,17-03-2024 02:11,0,Me,http://www.youtube.com/@soulsociety101
245,@K9-Brutal,These songscurrent songs,Ugwz2Z7H5jTwtkb0V6N4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugwz2Z7H5jTwtkb0V6N4AaABAg,17-03-2024 01:52,0,These songscurrent songs,http://www.youtube.com/@K9-Brutal
246,@hoangyennguyen7767,🤕🤒,UgzMU_HEGB6X0KigSit4AaABAg,,0,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=UgzMU_HEGB6X0KigSit4AaABAg,17-03-2024 01:28,0,🤕🤒,http://www.youtube.com/@hoangyennguyen7767
247,@caylacorrigan4160,"I’m going to finally tell the truth. When this came out I was homeless, on drugs, and then jail. Now I have a house, job, and husband. This song and “Clover Cage - The Chess Piece” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕🎉",Ugztcg_x5v-GHFZHUyJ4AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugztcg_x5v-GHFZHUyJ4AaABAg,17-03-2024 01:18,0,"I’m going to finally tell the truth. When this came out I was homeless, on drugs, and then jail. Now I have a house, job, and husband. This song and “Clover Cage - The Chess Piece” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕🎉",http://www.youtube.com/@caylacorrigan4160
248,@sachinpabla,I’m a big fan 🎉🎉🎉🎉🎉🎉🎉,Ugxj2U9LBfplx82k3qx4AaABAg,,1,https://www.youtube.com/watch?v=e-ORhEE9VVg&lc=Ugxj2U9LBfplx82k3qx4AaABAg,17-03-2024 01:13,0,I’m a big fan 🎉🎉🎉🎉🎉🎉🎉,http://www.youtube.com/@sachinpabla
